MODEL_00///1.0000, 0.0000, 0.0000, 0.0000,0.0000, 1.0000, -0.0000, 0.0000,0.0000, 0.0000, 1.0000, 0.0000,0.0000, 0.0000, 0.0000, 1.0000///
BODY_SCALE__group///1.0000, 0.0000, 0.0000, 0.0000,0.0000, 0.0000, -1.0000, 0.0000,0.0000, 1.0000, 0.0000, 0.0000,0.0000, 0.0000, 0.0000, 1.0000///MODEL_00
Base///1.0000, 0.0000, 0.0000, 0.0000,0.0000, 0.0000, -1.0000, 0.0000,0.0000, 1.0000, 0.0000, 1.1385,0.0000, 0.0000, 0.0000, 1.0000///BODY_SCALE__group
Spine1///0.0000, -0.0000, 1.0000, 0.0000,-0.0000, -1.0000, -0.0000, 0.0000,1.0000, -0.0000, -0.0000, 1.1385,0.0000, 0.0000, 0.0000, 1.0000///Base
Spine2///0.0000, -0.0000, 1.0000, 0.0000,-0.0000, -1.0000, -0.0000, 0.0000,1.0000, -0.0000, -0.0000, 1.2608,0.0000, 0.0000, 0.0000, 1.0000///Spine1
Neck///0.0000, -0.0000, 1.0000, 0.0000,-0.0000, -1.0000, -0.0000, 0.0000,1.0000, -0.0000, -0.0000, 1.4865,0.0000, 0.0000, 0.0000, 1.0000///Spine2
HEAD///0.0000, 1.0000, -0.0000, 0.0000,-1.0000, 0.0000, -0.0000, 0.0000,-0.0000, 0.0000, 1.0000, 1.5993,0.0000, 0.0000, 0.0000, 1.0000///Neck
Head__offset///-0.0000, 1.0000, -0.0000, 0.0000,-1.0000, -0.0000, 0.0003, 0.0000,0.0003, 0.0000, 1.0000, 1.5994,0.0000, 0.0000, 0.0000, 1.0000///HEAD
ATH_Head_Top///1.0000, 0.0000, 0.0000, -0.0000,-0.0000, 1.0000, -0.0000, 0.0000,-0.0000, 0.0000, 1.0000, 1.7703,0.0000, 0.0000, 0.0000, 1.0000///HEAD
L_Mayu2_Joint///1.0000, 0.0000, -0.0000, 0.0363,-0.0000, 0.0000, -1.0000, -0.1167,0.0000, 1.0000, 0.0000, 1.6567,0.0000, 0.0000, 0.0000, 1.0000///HEAD
L_Mayu3_Joint///1.0000, 0.0000, -0.0000, 0.0531,-0.0000, 0.0000, -1.0000, -0.0990,-0.0000, 1.0000, 0.0000, 1.6565,0.0000, 0.0000, 0.0000, 1.0000///HEAD
L_Mayu1_Joint///1.0000, 0.0000, -0.0000, 0.0160,-0.0000, 0.0000, -1.0000, -0.1202,-0.0000, 1.0000, 0.0000, 1.6478,0.0000, 0.0000, 0.0000, 1.0000///HEAD
R_Mayu3_Joint///1.0000, 0.0000, -0.0000, -0.0531,-0.0000, 0.0000, -1.0000, -0.0990,0.0000, 1.0000, 0.0000, 1.6565,0.0000, 0.0000, 0.0000, 1.0000///HEAD
R_Mayu2_Joint///1.0000, 0.0000, -0.0000, -0.0363,-0.0000, 0.0000, -1.0000, -0.1167,0.0000, 1.0000, 0.0000, 1.6567,0.0000, 0.0000, 0.0000, 1.0000///HEAD
R_Mayu1_Joint///1.0000, 0.0000, -0.0000, -0.0160,-0.0000, 0.0000, -1.0000, -0.1202,-0.0000, 1.0000, 0.0000, 1.6478,0.0000, 0.0000, 0.0000, 1.0000///HEAD
